"organizacion","rubro","subrubro","calle","numero","pais","provincia","ciudad","telefono","facebook","web","programa","fecha_distincion","fecha_revalidacion"
"Carolina Hansen Tejidos","Comercio turístico","Tejidos","Salta","S/N","Argentina","Jujuy","Purmamarca",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,2010-07-02
"La Chacana","Gastronomía","Restaurante","Belgrano","472","Argentina","Jujuy","Tilcara",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,2010-07-02
"Museo Nacional Terry","Actividad Cultural","Museo","Rivadavia","459","Argentina","Jujuy","San Salvador de Jujuy","(0388) 495-5005",NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Horacio Galán","Guías","Guías Individuales","Rivadavia","289","Argentina","Jujuy","Tilcara",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Posada Con Los Angeles","Alojamiento","Posada","Gorriti","156","Argentina","Jujuy","Tilcara",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Cabañas La Comarca","Alojamiento","Cabañas","Ruta Nacional 52","Km 4","Argentina","Jujuy","Purmamarca",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Cabañas La Comarca","Gastronomía","Restaurante","Ruta Nacional 52","Km 4","Argentina","Jujuy","Purmamarca",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Rincón de Fuego","Gastronomía","Restaurante","Ambrosetti","445","Argentina","Jujuy","Tilcara",NA,NA,NA,"Buenas Prácticas en Destinos",2007-12-12,NA
"Lennox Hotel","Alojamiento","Hotel","San Martín","776","Argentina","Tierra del Fuego","Ushuaia","(0054) - 2901- 438430",NA,NA,"ISO 9001:2000",2007-12-27,NA
"Hotel Land Express Neuquén","Alojamiento","Hotel 3 estrellas","Acceso Aeropuerto Internacional y Ruta 22","S/N","Argentina","Neuquén","Neuquén","(0054) - 299- 4490100",NA,NA,"ISO 9001:2000",2008-01-09,NA
"Covitour Incoming & Corporate","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Freire","1512","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) - 11- 4555-0420",NA,NA,"ISO 9001:2008",2008-01-11,NA
"Universal Assistance","Asistencia al Viajero","Asistencia al Viajero","Avenida Córdoba","967","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) -11 - 4323-6000",NA,NA,"ISO 9001:2008",2008-02-03,NA
"Tije Travel","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","San Martín","640","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) - 11- 4272-8400",NA,NA,"ISO 9001:2008",2008-04-04,NA
"De la Paz Tur","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Suipacha","531","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) - 11- 5352-4444",NA,NA,"ISO 9001:2008",2008-05-02,NA
"Master Bus","Transporte turístico","Transporte Turístico","Doctor Salk","243","Argentina","Buenos Aires","Campana","(0054) 03489 448800",NA,NA,"ISO 9001:2008",2008-05-20,NA
"Cámara de Turismo de Córdoba","Cámara de Turismo","Cámara de Turismo","9 de Julio","37","Argentina","Córdoba","Córdoba","(0054 ) -351 -4258550",NA,NA,"ISO 9001:2000",2008-06-06,NA
"CNQ Viajes","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","San Lorenzo","1093","Argentina","Corrientes","Corrientes","(3783) 43-4317",NA,NA,"Sistema Inicial de Gestión Organizacional",2008-06-16,2008-06-16
"Chipo Tour","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Carlos Pellegrini","1765","Argentina","Corrientes","Corrientes","(3783) 43-9401",NA,NA,"Sistema Inicial de Gestión Organizacional",2008-06-16,2008-06-16
"Savona Viajes","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Carlos Pellegrini","1498","Argentina","Corrientes","Corrientes","(3783) 43-7668",NA,NA,"Sistema Inicial de Gestión Organizacional",2008-06-16,2008-06-16
"Remises Apipé","Transporte turístico","Remis","Santa Fe","987","Argentina","Corrientes","Corrientes","(03783) 43-3400",NA,NA,"Sistema Inicial de Gestión Organizacional",2008-06-16,2008-06-16
"Ñuvaiti","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","9 de Julio","1049","Argentina","Corrientes","Corrientes",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2008-06-16,NA
"Hotel Rioma","Alojamiento","Hotel 1 estrella","Fray Inalicán","127","Argentina","Mendoza","Malargüe","(0260) 47-1065",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Solar Maitén Apart Hotel","Alojamiento","Apart Hotel","Champagnat","625","Argentina","Mendoza","San Rafael","(0260) 42-0926",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Bruni Aventura","Actividad recreativa y deportiva","Turismo Aventura","Avenida Balloffet","98","Argentina","Mendoza","San Rafael","(0260) 42-3790",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Bodega La Abeja","Enoturismo","Producción y Degustación","Hipólito Yrigoyen","1900","Argentina","Mendoza","San Rafael","(0260) 443-9804",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Raffeish Turismo Aventura","Actividad recreativa y deportiva","Turismo Aventura","Ruta Provincial 173","Km 34","Argentina","Mendoza","San Rafael","(0260) 43-6996",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Complejo Valle del Arco Iris Cabañas","Alojamiento","Cabañas","San Martín Norte","1167","Argentina","Mendoza","Malargüe","(0260) 47-1129",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Atuel Travel","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Buenos Aires","31","Argentina","Mendoza","San Rafael","(0260) 442-9282",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Aires de Libertad","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Avenida San Martín","129","Argentina","Mendoza","Malargüe","(0260) 47-1416",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Quality","Comercio turístico","Productos Regionales Varios","Coronel R a Day","16","Argentina","Mendoza","San Rafael","(0260) 42-5222",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Cabañas Rincón Sur","Alojamiento","Cabañas","Ruta 40 Norte","Km 45","Argentina","Mendoza","Malargüe",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Cabañas Rucalén","Alojamiento","Cabañas","Los Cipreses","776","Argentina","Mendoza","Malargüe","(0260) 47-0248",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Centro de Informes","Organismo Público","Oficina de Informes","Ruta Nacional 40 N","S/N","Argentina","Mendoza","Malargüe","(0260) 47-1659",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Hotel Buenos Aires","Alojamiento","Hotel 1 estrella","Ingeniero Lange","54","Argentina","Mendoza","General Alvear","(02625) 42-2972",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Tower Inn And Suites Hotel","Alojamiento","Hotel 4 estrellas","Avenida Hipólito Yrigoyen","774","Argentina","Mendoza","San Rafael","(0260) 42-7190",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Risco Viajes","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Avenida Hipólito Yrigoyen","284","Argentina","Mendoza","San Rafael","(02627) 43-6439",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Informador Km 0","Organismo Público","Oficina de Informes","Avenida Alvear Oeste","430","Argentina","Mendoza","General Alvear",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Oficina de Informes San Rafael","Organismo Público","Oficina de Informes","Hipólito Irigoyen","745","Argentina","Mendoza","San Rafael","(0260) 42-4217",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Complejo Turístico Cabañas del Cerro","Alojamiento","Cabañas","Ruta 173","Km 24","Argentina","Mendoza","San Rafael","(0260) 44-1333",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"San Rafael Turista Departamentos","Alojamiento","Apart Hotel","Santa Fe","685","Argentina","Mendoza","San Rafael","(0260) 44-6034",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Bodega El Rosal","Enoturismo","Visitas guiadas","Callao","1950","Argentina","Mendoza","San Rafael","(0260) 43-9997",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Cabañas Finca Luna de Plata","Alojamiento","Cabañas","Sargento Medina","1064","Argentina","Mendoza","General Alvear","(02625) 42-2881",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Renta Autos","Transporte turístico","Alquiler de autos","Hipólito Irigoyen","818","Argentina","Mendoza","San Rafael","(0260) 42-4623",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Cabañas Villa del Sol","Alojamiento","Cabañas","Ruta 143 y Calle Lorca","S/N","Argentina","Mendoza","General Alvear","(02625) 42-5455",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"El Último Romántico","Gastronomía","Restaurante","Avenida Alvear Este","52","Argentina","Mendoza","General Alvear","(02625) 42-5865",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Hotel & Resort Valle Grande","Alojamiento","Hotel 3 estrellas","Ruta 173","Km 35","Argentina","Mendoza","San Rafael",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Sud","Gastronomía","Restaurante","Avenida Hipólito Yrigoyen","774","Argentina","Mendoza","San Rafael",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"La Cima Restaurante","Gastronomía","Restaurante","San Martín Norte","878","Argentina","Mendoza","Malargüe","(0260) 47-2583",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Microtel Inn & Suite","Alojamiento","Hotel 4 estrellas","Ruta 40 Norte","S/N","Argentina","Mendoza","Malargüe","(0260) 47-2300",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Cabañas del Sol - Mendoza","Alojamiento","Cabañas","Ruta 173 - Valle Grande","Km 26","Argentina","Mendoza","San Rafael","(0260) 42-8999",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Bodega Valentín Bianchi","Enoturismo","Visitas guiadas","Comandante Torres","500","Argentina","Mendoza","San Rafael","(0260) 43-5600",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"La Cañada Restaurante","Gastronomía","Restaurante","Ruta 40 N","S/N","Argentina","Mendoza","Malargüe","(0260) 47-2300",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Casa Fuerte Posada Rural","Alojamiento","Casa Rural","Las Heras (Villa 25 de Mayo)","252","Argentina","Mendoza","San Rafael","(0260) 49-5020",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Rocas Amarillas Cabañas","Alojamiento","Cabañas","Ruta Provincial 173 (Valle Grande)","Km 33","Argentina","Mendoza","San Rafael",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,2011-07-26
"Colorina Apart Hotel","Alojamiento","Apart Hotel","Canadá","329","Argentina","Mendoza","San Rafael","(0260) 43-7397",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Cabañas Amanecer","Alojamiento","Cabañas","Villa del Milagro","292","Argentina","Mendoza","Malargüe",NA,NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Cabañas Luz del Plata","Alojamiento","Cabañas","Comandante Rodríguez","674","Argentina","Mendoza","Malargüe","(0260) 47-2685",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Cabañas El Tepeyac","Alojamiento","Cabañas","Ruta 150","2795","Argentina","Mendoza","San Rafael","(0260) 42-6737",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"El Restauro Restaunte","Gastronomía","Restaurante","Comandante Salas","199","Argentina","Mendoza","San Rafael","(0260) 44-5482",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Algodón Wine States Mendoza","Gastronomía","Restaurante","Ruta Nacional 144","Km 674","Argentina","Mendoza","San Rafael","(0260) 42-9020",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Cabañas Newen Mapu","Alojamiento","Cabañas","Avenida Roca","342","Argentina","Mendoza","Malargüe","(0260) 47-2318",NA,NA,"Buenas Prácticas en Destinos",2008-06-25,NA
"Evecon","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Carlos Pellegrini","739","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054)- 11-5238-1670",NA,NA,"ISO 9001:2008",2008-07-27,NA
"Termas Villa Elisa","Actividad recreativa y deportiva","Complejo Termal","Ruta Nacional 130","Km 20","Argentina","Entre Ríos","Villa Elisa","(03447) 48-0687",NA,NA,"Directrices de Calidad Turística para Termas",2008-07-29,NA
"Rolling Travel","Concesionaria","Concesionaria del Parque Nacional Talampaya","Ruta Provincial 26","S/N","Argentina","La Rioja","Parque Nacional Talampaya","(0054) -351- 5709909",NA,NA,"ISO 14001:2008",2008-08-19,NA
"Rolling Travel","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","25 de Mayo","36","Argentina","Córdoba","Córdoba","(0054) - 351- 5709905",NA,NA,"ISO 9001:2008",2008-08-19,NA
"Rolling Travel","Concesionaria","Concesionaria del Parque Nacional Talampaya","Ruta Provincial 26","S/N","Argentina","La Rioja","Parque Nacional Talampaya","(0054) -351- 5709909",NA,NA,"ISO 9001:2008",2008-08-19,NA
"Hotel Dr Cesar C Carman - Automóvil Club Argentino","Alojamiento","Hotel","Avenida Amadeo Sabattini","459","Argentina","Córdoba","Córdoba","(0054) - 351- 4584242, 4583470",NA,NA,"ISO 9001:2008",2008-08-22,NA
"El Hostal del Abuelo","Alojamiento","Hotel 4 estrellas","Francisco Solano","168","Argentina","Santiago del Estero","Termas de Río Hondo","(03858) 42-1299",NA,NA,"Directrices de Calidad Turística para Termas",2008-09-03,NA
"Apart Hotel Río Dulce","Alojamiento","Apart Hotel","Avenida Belgrano","195","Argentina","Santiago del Estero","Termas de Río Hondo","(03858) 42-1208",NA,NA,"Directrices de Calidad Turística para Termas",2008-09-03,NA
"Yacu Rupaj Resort Spa Termal","Spa","Spa","Rincón de Atacama","S/N","Argentina","Santiago del Estero","Termas de Río Hondo","(03858) 42-2432",NA,NA,"Directrices de Calidad Turística para Termas",2008-09-03,NA
"Hotel Pucará","Alojamiento","Hotel 3 estrellas","Juan Bautista Alberdi","956","Argentina","Santiago del Estero","Termas de Río Hondo","(03858) 42-1734",NA,NA,"Directrices de Calidad Turística para Termas",2008-09-03,NA
"Austral Hotel","Alojamiento","Hotel","Moreno","725","Argentina","Chubut","Comodoro Rivadavia","(0054) -297- 4472200",NA,NA,"ISO 9001:2000",2008-09-26,NA
"Turar","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Bartolomé Mitre","559","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) - 11 - 4103-3100",NA,NA,"ISO 9001:2008",2008-09-30,NA
"Hotel Costa Galana","Alojamiento","Hotel","Boulevard Patricio Peralta Ramos","5725","Argentina","Buenos Aires","Mar del Plata","(0054) - 223- 4105000",NA,NA,"ISO 9001:2000",2008-10-21,NA
"Les Amis Viajes","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Cerrito (y Sucursales)","844","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(0054) - 11- 5246-6669,0810-345-3030",NA,NA,"ISO 9001:2008",2008-10-21,NA
"Hotel Alpre","Alojamiento","Hotel","Avenida San Martín","1035","Argentina","Córdoba","Villa Carlos Paz","(0054) - 3541- 426012, 436552",NA,NA,"ISO 9001:2000",2008-10-21,NA
"Hotel Aeroparque Inn & Suites","Alojamiento","Hotel 3 estrellas","Avenida Rafael Obligado","1221","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires",NA,NA,NA,"Directrices de Accesibilidad",2008-11-16,2012-04-19
"Tornado Turismo","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Calle 2 -  Riazor 16","1901","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 52-2225",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Solyma","Alojamiento","Hotel 2 estrellas","Calle 42","200","Argentina","Buenos Aires","Santa Teresita","(02246) 42-0160",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Mariela Lonne Turismo","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Lebensohn","102","Argentina","Buenos Aires","Mar de Ajó","(02257) 42-2340",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Gran Hotel Verona","Alojamiento","Hotel 4 estrellas","Espora","186","Argentina","Buenos Aires","Mar de Ajó","(02257) 42-3732",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Savoia","Alojamiento","Hotel 2 estrellas","Avenida San Martín","267","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 42-1107",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Oficina de Turismo En Las Toninas","Organismo Público","Oficina de Informes","Avenida 26 y Rotonda","8001","Argentina","Buenos Aires","Las Toninas","(02246) 43-3000",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Hotel Latinoamericano","Alojamiento","Hotel 3 estrellas","Avenida Costanera","27","Argentina","Buenos Aires","Mar de Ajó","(02257) 42-0254",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Eo Park","Alojamiento","Hotel 3 estrellas","Calle 4","1951","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 42-1145",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Altair","Alojamiento","Hotel 3 estrellas","Calle 3","2233","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 42-1429",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Gran Hotel Fontainebleau","Alojamiento","Hotel 4 estrellas","Calle 3","2290","Argentina","Buenos Aires","San Clemente del Tuyú","(02257) 42-1187",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Mundo Marino","Actividad recreativa y deportiva","Parque Tematico","Avenida X","157","Argentina","Buenos Aires","San Clemente del Tuyú","(02257) 1552-1763",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Parque Temático Cultural y Religioso Laberinto Las Toninas","Actividad recreativa y deportiva","Parque Tematico","Calle 7 y 16","S/N","Argentina","Buenos Aires","Las Toninas","(02246) 43-1091",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Hostal del Sol","Alojamiento","Hotel sin categorizar","Chiozza","1566","Argentina","Buenos Aires","San Bernardo del Tuyú","(02257) 46-1164",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Casablanca","Alojamiento","Hotel 3 estrellas","Mendoza","4742","Argentina","Buenos Aires","La Lucila del Mar","(02257) 46-2991",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Hostería Jagüel del Medio","Alojamiento","Hostería","Calle 42","338","Argentina","Buenos Aires","Santa Teresita","(02246) 52-0888",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Sur","Alojamiento","Hotel 2 estrellas","Calle 3","2194","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 52-1137",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Hostería Santa Teresita","Alojamiento","Hotel 3 estrellas","Avenida Costanera","747","Argentina","Buenos Aires","Santa Teresita","(02246) 42-0202",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Gran Lido","Alojamiento","Hotel 2 estrellas","Calle 4","764","Argentina","Buenos Aires","Santa Teresita","(02246) 52-5567",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Chocolates Ampola","Comercio turístico","Chocolateria","Calle 1","2117","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 1541-9622",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
"Ruta Dulce","Comercio turístico","Productos Regionales Varios","Calle 1","2230","Argentina","Buenos Aires","San Clemente del Tuyú","(02252) 52-2597",NA,NA,"Buenas Prácticas en Destinos",2008-11-20,2011-11-29
